"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 07 17:15:17 CEST 2023","Mon Aug 07 17:15:23 CEST 2023","5752","","Demo Tests","","","","searchStakProduct Test",""
